,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CurrentRoleRatio,JobHopper,AvgTrainingPerYear,RecentlyPromoted,YearsInCompanyRatio,IncomePerLevel
711,712,38,0.0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,0.2999997000003,0,0.2,0,0.9999990000010001,1202.9939850300748
712,713,41,0.0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,0.6153841420121985,0,0.2222222222222222,1,0.6923071597637233,2450.9754902450973
714,715,40,0.0,Non-Travel,663,Research & Development,9,4,Other,1,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7,0.6363630578517656,0,0.25,1,0.7272720661163036,1987.490062549687
717,718,31,0.0,Non-Travel,587,Sales,2,4,Life Sciences,1,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,0.7999992000008,0,0.5,0,0.9999990000010001,3283.989053369822
719,720,50,0.0,Travel_Frequently,809,Sales,12,3,Marketing,1,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,0.12499992187504883,0,1.5,1,0.12499992187504883,3069.323102256326
720,721,51,0.0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10,0.27272719008266966,0,0.06060606060606061,1,0.9999996969697887,3506.491233771916
721,722,31,0.0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,0.8999991000009,0,0.2,0,0.9999990000010001,2980.990063366455
722,723,45,0.0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,0.4499997750001125,1,0.11764705882352941,1,0.8499995750002125,1173.99413002935
723,724,52,0.0,Non-Travel,715,Research & Development,19,4,Medical,1,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,0.5999988000024,0,0.75,1,0.7999984000032001,4257.957420425795
724,725,58,1.0,Travel_Rarely,147,Research & Development,23,4,Medical,1,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,0.24999993750001562,0,0.075,0,0.9999997500000625,3437.321875593748
725,726,30,1.0,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,0.24999968750039064,1,1.0,1,0.6249992187509766,2656.973430265697
727,728,29,0.0,Travel_Rarely,1210,Sales,2,3,Medical,1,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0,0.0,0,inf,1,0.0,3321.9833900830495
728,729,44,0.0,Travel_Rarely,477,Research & Development,7,4,Medical,1,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17,0.24999989583337673,0,0.18181818181818182,0,0.9166662847223814,3415.9886133712885
729,730,36,0.0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,0.8333319444467593,0,0.5,1,0.9999983333361112,3249.483752581237
732,733,31,0.0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,0.6666644444518518,0,2.5,1,0.6666644444518518,2656.973430265697
733,734,21,0.0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,0.9999950000249999,0,3.0,1,0.9999950000249999,2069.979300206998
734,735,36,0.0,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8,0.6999993000007,0,0.6666666666666666,1,0.8999991000009,3245.9891800360665
735,736,25,0.0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2,0.39999920000160005,0,0.75,1,0.7999984000032001,2448.9877550612246
736,737,46,0.0,Non-Travel,1144,Research & Development,7,4,Medical,1,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,0.0,0,2.0,1,0.14285693877580175,2628.9868550657247
737,738,29,0.0,Travel_Rarely,738,Research & Development,9,5,Other,1,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,0.49999875000312505,0,0.6666666666666666,1,0.7499981250046875,3982.9601703982958
738,739,44,1.0,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0,0.0,0,0.0,1,0.05263155124655198,3160.9683903160967
739,740,26,0.0,Travel_Rarely,933,Sales,1,3,Life Sciences,1,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,0.8749989062513672,0,0.375,0,0.9999987500015626,2647.9867600661996
740,741,55,0.0,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,0.22580637877213589,1,0.3333333333333333,0,0.29032248699274615,4188.9895275261815
742,743,35,0.0,Travel_Rarely,464,Research & Development,4,2,Other,1,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,0.0,0,3.0,1,0.9999900000999989,1950.980490195098
744,745,29,1.0,Travel_Frequently,337,Research & Development,14,1,Other,1,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,0.7777769135812072,0,0.125,0,0.8888879012356653,2517.6582744724183
746,747,32,0.0,Travel_Rarely,498,Research & Development,3,4,Medical,1,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,0.8749989062513672,0,0.25,0,0.9999987500015626,3362.483187584062
747,748,41,1.0,Travel_Rarely,1356,Sales,20,2,Marketing,1,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,0.7499981250046875,0,1.25,1,0.9999975000062501,3139.968600313997
748,749,28,1.0,Travel_Rarely,890,Research & Development,2,4,Medical,1,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,0.39999920000160005,1,1.5,1,0.39999920000160005,4381.956180438196
749,750,35,0.0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,0.666665925926749,0,0.3333333333333333,1,0.9999988888901234,2124.4893775531123
751,752,28,0.0,Travel_Frequently,791,Research & Development,1,4,Medical,1,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,0.39999920000160005,0,0.5,1,0.7999984000032001,2153.9784602153977
752,753,45,0.0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2,0.22222197530891633,0,0.3333333333333333,1,0.3333329629633745,3216.9839150804246
753,754,42,0.0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,0.7999992000008,0,0.3333333333333333,0,0.8999991000009,2216.9889150554245
754,755,29,0.0,Non-Travel,746,Sales,2,3,Life Sciences,1,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,0.7499981250046875,0,0.75,1,0.9999975000062501,2324.488377558112
755,756,26,0.0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,0.6249992187509766,0,0.25,1,0.9999987500015626,2874.971250287497
756,757,59,0.0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,0.5714283673470116,1,0.14285714285714285,0,0.7499997321429528,2545.658181139396
757,758,31,0.0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3,0.39999920000160005,0,0.2,0,0.9999980000040001,2910.970890291097
759,760,52,0.0,Travel_Rarely,319,Research & Development,3,3,Medical,1,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,0.1428570918367529,0,0.8,1,0.17857136479594116,2656.3244789184037
761,762,38,0.0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,0.4499997750001125,0,0.21052631578947367,1,0.9499995250002375,2940.9901966993443
762,763,30,0.0,Travel_Rarely,1427,Research & Development,2,1,Medical,1,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,0.4999991666680556,0,0.6,1,0.8333319444467593,2719.972800271997
763,764,39,1.0,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,0.3333331746032502,1,0.2222222222222222,0,0.8571424489797862,3042.2423943940144
766,767,34,0.0,Non-Travel,697,Research & Development,3,4,Life Sciences,1,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,0.0,0,inf,1,0.0,2978.9702102978968
770,771,41,0.0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,0.0,0,2.0,1,0.058823494809708936,1535.9923200383998
773,774,26,1.0,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,0.0,0,3.0,1,0.9999900000999989,2339.9766002339975
775,776,42,0.0,Travel_Frequently,1271,Research & Development,2,1,Medical,1,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2,0.12499984375019532,1,1.0,1,0.24999968750039064,2514.974850251497
776,777,41,0.0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,0.31818167355378474,0,0.13636363636363635,1,0.9999995454547521,3837.7923244153517
777,778,30,0.0,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2,0.24999937500156252,1,1.0,1,0.49999875000312505,2650.4867475662622
778,779,30,0.0,Non-Travel,111,Research & Development,9,3,Medical,1,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,0.7499993750005208,0,0.3333333333333333,0,0.9999991666673611,1535.9923200383998
779,780,19,1.0,Travel_Rarely,419,Sales,21,3,Other,1,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,0.0,0,3.0,1,0.9999900000999989,2120.978790212098
781,782,27,0.0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,0.9999900000999989,0,2.0,1,0.9999900000999989,2317.9768202317973
782,783,38,0.0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,0.5882349480970893,0,0.375,0,0.941175916955343,3536.321545594848
783,784,36,0.0,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,0.5833328472226273,0,0.42857142857142855,1,0.5833328472226273,2539.487302563487
785,786,32,1.0,Travel_Rarely,1033,Research & Development,9,3,Medical,1,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,0.3999996000004,1,0.4,1,0.49999950000050003,4199.958000419995
786,787,39,0.0,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,0.6470584429067983,0,0.06666666666666667,0,0.882352422145634,2950.9852450737744
787,788,33,1.0,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,0.7999992000008,0,0.3,0,0.9999990000010001,3347.9665203347963
788,789,46,0.0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,0.36842085872586383,0,0.5,1,0.5263155124655198,2404.9879750601244
789,790,46,0.0,Travel_Rarely,1125,Sales,10,3,Marketing,1,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,0.1333332444445037,0,1.0,1,0.19999986666675557,3023.656587811374
790,791,41,0.0,Travel_Rarely,263,Research & Development,6,3,Medical,1,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,0.6499996750001625,0,0.16666666666666666,1,0.899999550000225,4720.952790472095
792,793,39,0.0,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,0.24999979166684028,1,0.375,0,0.6666661111115741,3194.484027579862
794,795,34,1.0,Non-Travel,1362,Sales,19,3,Marketing,1,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,0.22222197530891633,1,0.6,1,0.5555549382722909,2651.9867400662997
795,796,34,0.0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11,0.46153810650914884,0,0.3333333333333333,1,0.9230762130182977,3997.9866733777553
797,798,29,0.0,Travel_Rarely,144,Sales,10,1,Marketing,1,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,0.9999985714306123,0,0.2857142857142857,1,0.9999985714306123,4133.97933010335
798,799,37,0.0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,0.8749989062513672,0,0.375,1,0.9999987500015626,3563.9643603563964
799,800,35,0.0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,0.0,0,2.0,1,0.9999900000999989,2268.9773102268978
800,801,46,0.0,Travel_Rarely,644,Research & Development,1,4,Medical,1,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,0.11764698961941787,1,0.75,1,0.23529397923883574,3131.9895600348
801,802,47,1.0,Travel_Frequently,719,Sales,27,2,Life Sciences,1,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,0.4999993750007813,0,0.4,1,0.6249992187509766,3198.484007579962
802,803,30,0.0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,0.3999996000004,1,0.6,1,0.49999950000050003,3760.962390376096
803,804,29,0.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,0.45454504132268975,0,0.14285714285714285,1,0.6363630578517656,2513.9748602513973
804,805,50,0.0,Travel_Rarely,1207,Research & Development,28,1,Medical,1,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,0.3999998000001,0,0.15,0,0.9999995000002501,3220.967790322097
805,806,34,0.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,0.8333319444467593,0,0.5,1,0.9999983333361112,2856.9857150714247
806,807,31,1.0,Travel_Rarely,330,Research & Development,22,4,Medical,1,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,0.1999998000002,0,0.3,0,0.9999990000010001,3089.484552577237
807,808,48,0.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,0.10526310249310396,0,0.0,1,0.10526310249310396,2119.989400053
810,811,43,0.0,Travel_Rarely,1473,Research & Development,8,4,Other,1,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,0.24999968750039064,0,0.6,1,0.6249992187509766,2260.9886950565246
811,812,34,0.0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,0.6999993000007,0,0.3,0,0.9999990000010001,2668.486657566712
812,813,60,0.0,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,0.5833328472226273,0,0.2727272727272727,1,0.9166659027784144,2609.9869500652494
813,814,52,0.0,Travel_Rarely,258,Research & Development,8,4,Other,1,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,0.33333305555578707,1,0.4,1,0.4166663194447338,2949.970500294997
814,815,25,0.0,Travel_Rarely,1280,Research & Development,7,1,Medical,1,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,0.9999950000249999,0,1.0,1,0.9999950000249999,2888.971110288897
815,816,46,0.0,Travel_Rarely,705,Sales,2,4,Marketing,1,2,Female,83,3,5,Manager,1,Single,18947,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1,0.09090904958679565,0,1.0,1,0.09090904958679565,3789.392421215158
817,818,29,0.0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,0.6666644444518518,0,1.6666666666666667,1,0.9999966666777778,3759.962400375996
818,819,41,1.0,Travel_Frequently,143,Sales,4,3,Marketing,1,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,0.8749989062513672,0,0.625,0,0.9999987500015626,4677.476612616937
819,820,45,0.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,0.24999968750039064,0,1.5,1,0.24999968750039064,2653.973460265397
820,821,30,0.0,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,0.24999968750039064,1,1.0,1,0.37499953125058594,2389.4880525597373
821,822,33,0.0,Travel_Frequently,1146,Sales,25,3,Medical,1,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,0.6999993000007,0,0.3,1,0.9999990000010001,2269.488652556737
822,823,33,0.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,0.7999984000032001,0,0.4,1,0.9999980000040001,3599.964000359996
823,824,42,0.0,Travel_Frequently,748,Research & Development,9,2,Medical,1,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8,0.7499993750005208,0,0.25,0,0.9999991666673611,3672.963270367296
824,825,43,0.0,Travel_Rarely,531,Sales,4,4,Marketing,1,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,0.30434769376187226,0,0.14285714285714285,0,0.9130430812856168,3410.321965593448
825,826,39,0.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,0.28571414965992875,0,0.14285714285714285,0,0.9999995238097505,3185.4920362699095
826,827,39,0.0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,0.2857138775516035,1,0.3333333333333333,1,0.4285708163274053,2231.9776802231977
827,828,35,0.0,Non-Travel,1212,Sales,8,2,Marketing,1,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,0.12499992187504883,0,0.46153846153846156,0,0.8124994921878174,3458.988470038433
829,830,26,1.0,Travel_Rarely,1449,Research & Development,16,4,Medical,1,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2,0.39999920000160005,0,0.6666666666666666,1,0.5999988000024,2372.9762702372973
831,832,51,0.0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,0.3888886728396262,0,0.2857142857142857,1,0.3888886728396262,2467.9876600616994
833,834,40,0.0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,0.7333328444447704,1,0.0,0,0.7999994666670223,3188.484057579712
834,835,32,0.0,Travel_Rarely,604,Sales,8,3,Medical,1,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,0.6999993000007,0,0.4,1,0.9999990000010001,3104.484477577612
835,836,28,0.0,Travel_Rarely,995,Research & Development,9,3,Medical,1,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,0.33333277777870374,1,1.0,1,0.33333277777870374,2376.9762302376976
838,839,40,0.0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,0.7142853741498219,0,0.1,1,0.9523804988664292,3608.192783614433
839,840,45,0.0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,0.3749998437500651,0,0.08333333333333333,0,0.9999995833335069,1736.660877797074
840,841,44,0.0,Travel_Rarely,1315,Research & Development,3,4,Other,1,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,0.07692304733728948,0,1.0,1,0.07692304733728948,3902.5921948156106
841,842,50,0.0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,0.0799999680000128,0,0.6666666666666666,1,0.1199999520000192,4219.989450026375
842,843,45,0.0,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,0.8888879012356653,0,0.2222222222222222,1,0.9999988888901234,1816.4909175454122
843,844,35,0.0,Travel_Frequently,853,Sales,18,5,Life Sciences,1,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,0.8888879012356653,0,0.3333333333333333,1,0.9999988888901234,3022.989923366922
844,845,48,0.0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,0.8181810743808415,0,0.2,1,0.9090900826453795,2632.6578911403626
845,846,40,0.0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,0.8888879012356653,0,0.3333333333333333,0,0.9999988888901234,1659.4917025414873
